RepliconName	RepliconAccession	Start	Stop	Strand	GeneID	Locus	LocusTag	ProteinProduct	Length	COGs	ProteinName
chr	NC_012967.1	2599083	2600066	-	8178612	yphF	ECB_02440	YP_003045630.1	327	-	putative sugar transporter subunit periplasmic-binding component of ABC superfamily
chr	NC_012967.1	2600163	2603444	-	8176885	yphG	ECB_02441	YP_003045631.1	1093	-	hypothetical protein ECB_02441
chr	NC_012967.1	2603562	2604755	+	8176886	yphH	ECB_02442	YP_003045632.1	397	-	putative DNA-binding transcriptional regulator
chr	NC_012967.1	2604953	2606206	-	8176887	glyA	ECB_02443	YP_003045633.1	417	-	serine hydroxymethyltransferase
chr	NC_012967.1	2606534	2607724	+	8176888	hmpA	ECB_02444	YP_003045634.1	396	-	nitric oxide dioxygenase
chr	NC_012967.1	2607769	2608107	-	8179153	glnB	ECB_02445	YP_003045635.1	112	-	nitrogen regulatory protein P-II 1
chr	NC_012967.1	2608168	2609502	-	8176889	yfhA	ECB_02446	YP_003045636.1	444	-	putative DNA-binding response regulator in two-component system
chr	NC_012967.1	2609492	2610205	-	8176890	yfhG	ECB_02447	YP_003045637.1	237	-	hypothetical protein ECB_02447
chr	NC_012967.1	2610370	2611797	-	8179154	yfhK	ECB_02448	YP_003045638.1	475	-	putative sensory kinase in two-component system
chr	NC_012967.1	2612373	2616260	-	8176891	purL	ECB_02449	YP_003045639.1	1295	-	phosphoribosylformylglycinamidine synthase
chr	NC_012967.1	2618084	2618359	+	8178613	insA-19	ECB_02451	YP_003045640.1	91	-	IS1 protein InsA
chr	NC_012967.1	2618278	2618781	+	8176893	insB-19	ECB_02452	YP_003045641.1	167	-	IS1 protein InsB
chr	NC_012967.1	2618846	2619382	-	8176894	tadA	ECB_02453	YP_003045642.1	178	-	tRNA-specific adenosine deaminase
chr	NC_012967.1	2619407	2619979	-	8178614	yfhB	ECB_02454	YP_003045643.1	190	-	hypothetical protein ECB_02454
chr	NC_012967.1	2620251	2621099	+	8176895	yfhH	ECB_02455	YP_003045644.1	282	-	putative DNA-binding transcriptional regulator
chr	NC_012967.1	2621155	2621415	+	8176896	yfhL	ECB_02456	YP_003045645.1	86	-	putative 4Fe-4S cluster-containing protein
chr	NC_012967.1	2622110	2622490	-	8176897	acpS	ECB_02457	YP_003045646.1	126	-	4\'-phosphopantetheinyl transferase
chr	NC_012967.1	2622490	2623221	-	8176898	pdxJ	ECB_02458	YP_003045647.1	243	-	pyridoxine 5\'-phosphate synthase
chr	NC_012967.1	2623233	2623961	-	8176899	recO	ECB_02459	YP_003045648.1	242	-	DNA repair protein RecO
chr	NC_012967.1	2623973	2624878	-	8176900	era	ECB_02460	YP_003045649.1	301	-	GTP-binding protein Era
chr	NC_012967.1	2624875	2625555	-	8176901	rnc	ECB_02461	YP_003045650.1	226	-	ribonuclease III
chr	NC_012967.1	2625828	2626802	-	8176902	lepB	ECB_02462	YP_003045651.1	324	-	signal peptidase I
chr	NC_012967.1	2626818	2628617	-	8176903	lepA	ECB_02463	YP_003045652.1	599	-	GTP-binding protein LepA
chr	NC_012967.1	2628815	2629294	-	8176904	rseC	ECB_02464	YP_003045653.1	159	-	SoxR reducing system protein RseC
chr	NC_012967.1	2629291	2630247	-	8179155	rseB	ECB_02465	YP_003045654.1	318	-	periplasmic negative regulator of sigmaE
chr	NC_012967.1	2630247	2630897	-	8176905	rseA	ECB_02466	YP_003045655.1	216	-	anti-RNA polymerase sigma factor SigE
chr	NC_012967.1	2630930	2631505	-	8176906	rpoE	ECB_02467	YP_003045656.1	191	-	RNA polymerase sigma factor RpoE
chr	NC_012967.1	2631913	2633535	+	8179156	nadB	ECB_02468	YP_003045657.1	540	-	L-aspartate oxidase
chr	NC_012967.1	2633520	2634257	-	8176907	yfiC	ECB_02469	YP_003045658.1	245	-	putative S-adenosyl-L-methionine-dependent methyltransferase
chr	NC_012967.1	2634389	2635723	+	8176908	srmB	ECB_02470	YP_003045659.1	444	-	ATP-dependent RNA helicase SrmB
chr	NC_012967.1	2635932	2636813	-	8178615	yfiE	ECB_02471	YP_003045660.1	293	-	putative DNA-binding transcriptional regulator
chr	NC_012967.1	2636916	2637503	+	8176909	yfiK	ECB_02472	YP_003045661.1	195	-	neutral amino-acid efflux protein
chr	NC_012967.1	2637559	2637942	-	8176910	yfiD	ECB_02473	YP_003045662.1	127	-	autonomous glycyl radical cofactor GrcA
chr	NC_012967.1	2638247	2638936	+	8178616	ung	ECB_02474	YP_003045663.1	229	-	uracil-DNA glycosylase
chr	NC_012967.1	2638984	2640021	-	8176911	yfiF	ECB_02475	YP_003045664.1	345	-	putative methyltransferase
chr	NC_012967.1	2640228	2640647	+	8176912	trxC	ECB_02476	YP_003045665.1	139	-	thioredoxin 2
chr	NC_012967.1	2640716	2641414	+	8178617	yfiP	ECB_02477	YP_003045666.1	232	-	hypothetical protein ECB_02477
chr	NC_012967.1	2641446	2644106	+	8176913	yfiQ	ECB_02478	YP_003045667.1	886	-	acyl-CoA synthetase NAD(P)-binding subunit/ATP-binding subunit
chr	NC_012967.1	2644220	2645575	+	8176914	pssA	ECB_02479	YP_003045668.1	451	-	phosphatidylserine synthase
chr	NC_012967.1	2645672	2645944	+	8176915	yfiM	ECB_02480	YP_003045669.1	90	-	hypothetical protein ECB_02480
chr	NC_012967.1	2645941	2647239	-	8176916	kgtP	ECB_02481	YP_003045670.1	432	-	alpha-ketoglutarate transporter
chr	NC_012967.1	2653008	2655581	-	8176920	clpB	ECB_02482	YP_003045671.1	857	-	protein disaggregation chaperone
chr	NC_012967.1	2655711	2656442	-	8176921	yfiH	ECB_02483	YP_003045672.1	243	-	hypothetical protein ECB_02483
chr	NC_012967.1	2656439	2657419	-	8179158	rluD	ECB_02484	YP_003045673.1	326	-	23S rRNA pseudouridine synthase D
chr	NC_012967.1	2657554	2658291	+	8176922	yfiO	ECB_02485	YP_003045674.1	245	-	outer membrane protein assembly complex subunit YfiO
chr	NC_012967.1	2658562	2658903	+	8176923	yfiA	ECB_02486	YP_003045675.1	113	-	translation inhibitor protein RaiA
chr	NC_012967.1	2659152	2660312	+	8176925	pheA	ECB_02488	YP_003045677.1	386	-	bifunctional chorismate mutase/prephenate dehydratase
chr	NC_012967.1	2660355	2661476	-	8179159	tyrA	ECB_02489	YP_003045678.1	373	-	bifunctional chorismate mutase/prephenate dehydrogenase
chr	NC_012967.1	2661487	2662557	-	8176926	aroF	ECB_02490	YP_003045679.1	356	-	phospho-2-dehydro-3-deoxyheptonate aldolase
chr	NC_012967.1	2662767	2663132	+	8176927	yfiL	ECB_02491	YP_003045680.1	121	-	hypothetical protein ECB_02491
chr	NC_012967.1	2663282	2663800	+	8178618	yfiR	ECB_02492	YP_003045681.1	172	-	hypothetical protein ECB_02492
chr	NC_012967.1	2663790	2665016	+	8176928	yfiN	ECB_02493	YP_003045682.1	408	-	hypothetical protein ECB_02493
chr	NC_012967.1	2665032	2665514	+	8176929	yfiB	ECB_02494	YP_003045683.1	160	-	putative outer membrane lipoprotein
chr	NC_012967.1	2665590	2665937	-	8178619	rplS	ECB_02495	YP_003045684.1	115	-	50S ribosomal protein L19
chr	NC_012967.1	2665979	2666746	-	8176930	trmD	ECB_02496	YP_003045685.1	255	-	tRNA (guanine-N(1)-)-methyltransferase
chr	NC_012967.1	2666777	2667325	-	8176931	rimM	ECB_02497	YP_003045686.1	182	-	16S rRNA-processing protein RimM
chr	NC_012967.1	2667344	2667592	-	8176932	rpsP	ECB_02498	YP_003045687.1	82	-	30S ribosomal protein S16
chr	NC_012967.1	2667729	2669090	-	8176933	ffh	ECB_02499	YP_003045688.1	453	-	signal recognition particle protein
chr	NC_012967.1	2669182	2670048	+	8176934	ypjD	ECB_02500	YP_003045689.1	288	-	putative inner membrane protein
chr	NC_012967.1	2670159	2671355	+	8176935	yfjD	ECB_02501	YP_003045690.1	398	-	hypothetical protein ECB_02501
chr	NC_012967.1	2671410	2672003	-	8176936	grpE	ECB_02502	YP_003045691.1	197	-	heat shock protein GrpE
chr	NC_012967.1	2672126	2673004	+	8179160	ppnK	ECB_02503	YP_003045692.1	292	-	inorganic polyphosphate/ATP-NAD kinase
chr	NC_012967.1	2673090	2674751	+	8176937	recN	ECB_02504	YP_003045693.1	553	-	recombination and repair protein
chr	NC_012967.1	2675089	2675241	+	8176938	smpA	ECB_02505	YP_003045694.1	50	-	small membrane lipoprotein
chr	NC_012967.1	2675303	2675593	-	8179161	yfjF	ECB_02506	YP_003045695.1	96	-	hypothetical protein ECB_02506
chr	NC_012967.1	2675583	2676059	-	8176939	yfjG	ECB_02507	YP_003045696.1	158	-	hypothetical protein ECB_02507
chr	NC_012967.1	2676191	2676673	+	8176940	smpB	ECB_02508	YP_003045697.1	160	-	SsrA-binding protein
chr	NC_012967.1	2677417	2678646	+	8179162	-	ECB_02509	YP_003045698.1	409	-	Fels-2 prophage protein
chr	NC_012967.1	2678929	2680485	+	8176941	-	ECB_02510	YP_003045699.1	518	-	Recombinase
chr	NC_012967.1	2680475	2681371	+	8176942	-	ECB_02511	YP_003045700.1	298	-	ParB family protein
chr	NC_012967.1	2681368	2682264	+	8178620	-	ECB_02512	YP_003045701.1	298	-	hypothetical protein ECB_02512
chr	NC_012967.1	2682663	2682938	+	8176943	insA-20	ECB_02513	YP_003045702.1	91	-	IS1 protein InsA
chr	NC_012967.1	2682857	2683360	+	8176944	insB-20	ECB_02514	YP_003045703.1	167	-	IS1 protein InsB
chr	NC_012967.1	2683666	2684643	+	8178621	csiD	ECB_02515	YP_003045704.1	325	-	hypothetical protein ECB_02515
chr	NC_012967.1	2684662	2685930	+	8176945	ygaF	ECB_02516	YP_003045705.1	422	-	hydroxyglutarate oxidase
chr	NC_012967.1	2685953	2687401	+	8176946	gabD	ECB_02517	YP_003045706.1	482	-	succinate-semialdehyde dehydrogenase I
chr	NC_012967.1	2687415	2688695	+	8176947	gabT	ECB_02518	YP_003045707.1	426	-	4-aminobutyrate aminotransferase
chr	NC_012967.1	2689006	2690406	+	8176948	gabP	ECB_02519	YP_003045708.1	466	-	gamma-aminobutyrate transporter
chr	NC_012967.1	2690427	2691089	+	8179163	ygaE	ECB_02520	YP_003045709.1	220	-	DNA-binding transcriptional regulator CsiR
chr	NC_012967.1	2691090	2691539	-	8176949	ygaU	ECB_02521	YP_003045710.1	149	-	LysM domain/BON superfamily protein
chr	NC_012967.1	2691623	2691781	-	8176950	yqaE	ECB_02522	YP_003045711.1	52	-	hypothetical protein ECB_02522
chr	NC_012967.1	2691964	2692263	+	8176951	ygaV	ECB_02523	YP_003045712.1	99	-	putative DNA-binding transcriptional regulator
chr	NC_012967.1	2692273	2692797	+	8176952	ygaP	ECB_02524	YP_003045713.1	174	-	putative inner membrane protein with hydrolase activity
chr	NC_012967.1	2692844	2693248	-	8176953	stpA	ECB_02525	YP_003045714.1	134	-	DNA binding protein
chr	NC_012967.1	2693916	2694365	+	8178622	ygaW	ECB_02526	YP_003045715.1	149	-	putative inner membrane protein
chr	NC_012967.1	2694402	2694746	-	8176954	ygaC	ECB_02527	YP_003045716.1	114	-	hypothetical protein ECB_02527
chr	NC_012967.1	2694886	2695227	+	8178623	ygaM	ECB_02528	YP_003045717.1	113	-	hypothetical protein ECB_02528
chr	NC_012967.1	2695475	2695720	+	8178624	nrdH	ECB_02529	YP_003045718.1	81	-	glutaredoxin-like protein
chr	NC_012967.1	2695717	2696127	+	8176955	nrdI	ECB_02530	YP_003045719.1	136	-	ribonucleotide reductase stimulatory protein
chr	NC_012967.1	2696100	2698244	+	8176956	nrdE	ECB_02531	YP_003045720.1	714	-	ribonucleotide-diphosphate reductase subunit alpha
chr	NC_012967.1	2698254	2699213	+	8176957	nrdF	ECB_02532	YP_003045721.1	319	-	ribonucleotide-diphosphate reductase subunit beta
chr	NC_012967.1	2699567	2700769	+	8176958	proV	ECB_02533	YP_003045722.1	400	-	glycine betaine transporter ATP-binding subunit
chr	NC_012967.1	2700762	2701826	+	8178625	proW	ECB_02534	YP_003045723.1	354	-	glycine betaine transporter membrane protein
chr	NC_012967.1	2701884	2702876	+	8176959	proX	ECB_02535	YP_003045724.1	330	-	glycine betaine transporter periplasmic subunit
chr	NC_012967.1	2703168	2704352	+	8176960	ygaXY	ECB_02536	YP_003045725.1	394	-	putative transporter
chr	NC_012967.1	2704476	2705213	+	8176961	ygaZ	ECB_02537	YP_003045726.1	245	-	putative transporter
chr	NC_012967.1	2705203	2705538	+	8176962	ygaH	ECB_02538	YP_003045727.1	111	-	hypothetical protein ECB_02538
chr	NC_012967.1	2705629	2706159	+	8176963	emrR	ECB_02539	YP_003045728.1	176	-	transcriptional repressor MprA
chr	NC_012967.1	2706286	2707458	+	8178626	emrA	ECB_02540	YP_003045729.1	390	-	multidrug efflux system
chr	NC_012967.1	2707475	2709013	+	8179164	emrB	ECB_02541	YP_003045730.1	512	-	multidrug efflux system protein
chr	NC_012967.1	2709077	2709592	-	8176964	ygaG	ECB_02542	YP_003045731.1	171	-	S-ribosylhomocysteinase
chr	NC_012967.1	2709742	2711298	-	8178627	gshA	ECB_02543	YP_003045732.1	518	-	glutamate--cysteine ligase
chr	NC_012967.1	2711371	2711799	-	8176965	yqaA	ECB_02544	YP_003045733.1	142	-	inner membrane protein
chr	NC_012967.1	2711796	2712362	-	8176966	yqaB	ECB_02545	YP_003045734.1	188	-	fructose-1-phosphatase
chr	NC_012967.1	2713820	2714005	-	8176972	csrA	ECB_02546	YP_003045735.1	61	-	carbon storage regulator
chr	NC_012967.1	2714240	2716870	-	8176973	alaS	ECB_02547	YP_003045736.1	876	-	alanyl-tRNA synthetase
chr	NC_012967.1	2716998	2717498	-	8176974	recX	ECB_02548	YP_003045737.1	166	-	recombination regulator RecX
chr	NC_012967.1	2717567	2718628	-	8179165	recA	ECB_02549	YP_003045738.1	353	-	recombinase A
chr	NC_012967.1	2718708	2719205	-	8178628	ygaD	ECB_02550	YP_003045739.1	165	-	competence damage-inducible protein A
chr	NC_012967.1	2719350	2720435	-	8176975	mltB	ECB_02551	YP_003045740.1	361	-	murein hydrolase B
chr	NC_012967.1	2720691	2721254	+	8176976	srlA	ECB_02552	YP_003045741.1	187	-	PTS system glucitol/sorbitol-specific transporter subunit IIC
chr	NC_012967.1	2721251	2722210	+	8176977	srlE	ECB_02553	YP_003045742.1	319	-	PTS system glucitol/sorbitol-specific transporter subunit IIB
chr	NC_012967.1	2722221	2722592	+	8176978	srlB	ECB_02554	YP_003045743.1	123	-	PTS system glucitol/sorbitol-specific transporter subunit IIA
chr	NC_012967.1	2722596	2723375	+	8176979	srlD	ECB_02555	YP_003045744.1	259	-	sorbitol-6-phosphate dehydrogenase
chr	NC_012967.1	2723481	2723840	+	8176980	gutM	ECB_02556	YP_003045745.1	119	-	DNA-binding transcriptional activator GutM
chr	NC_012967.1	2723907	2724680	+	8178629	srlR	ECB_02557	YP_003045746.1	257	-	DNA-binding transcriptional repressor SrlR
chr	NC_012967.1	2724673	2725638	+	8176981	gutQ	ECB_02558	YP_003045747.1	321	-	D-arabinose 5-phosphate isomerase
chr	NC_012967.1	2725635	2727149	-	8176982	ygaA	ECB_02559	YP_003045748.1	504	-	anaerobic nitric oxide reductase transcription regulator
chr	NC_012967.1	2727336	2728775	+	8176983	norV	ECB_02560	YP_003045749.1	479	-	anaerobic nitric oxide reductase flavorubredoxin
chr	NC_012967.1	2728772	2729905	+	8179166	ygbD	ECB_02561	YP_003045750.1	377	-	nitric oxide reductase
chr	NC_012967.1	2730033	2732285	-	8176984	hypF	ECB_02562	YP_003045751.1	750	-	carbamoyl phosphate phosphatase and maturation protein
chr	NC_012967.1	2732438	2732965	-	8178630	hydN	ECB_02563	YP_003045752.1	175	-	electron transport protein HydN
chr	NC_012967.1	2733114	2734127	-	8179167	ascG	ECB_02564	YP_003045753.1	337	-	DNA-binding transcriptional repressor
chr	NC_012967.1	2734384	2735841	+	8176985	ascF	ECB_02565	YP_003045754.1	485	-	PTS system cellobiose/arbutin/salicin-specific transporter subunits IIBC
chr	NC_012967.1	2735850	2737274	+	8176986	ascB	ECB_02566	YP_003045755.1	474	-	cryptic 6-phospho-beta-glucosidase
chr	NC_012967.1	2737433	2737903	-	8176987	hycI	ECB_02567	YP_003045756.1	156	-	hydrogenase 3 maturation protease
chr	NC_012967.1	2737896	2738306	-	8176988	hycH	ECB_02568	YP_003045757.1	136	-	HycH
chr	NC_012967.1	2738303	2739070	-	8178631	hycG	ECB_02569	YP_003045758.1	255	-	hydrogenase 3 and formate hydrogenase complex, HycG subunit
chr	NC_012967.1	2739070	2739612	-	8176989	hycF	ECB_02570	YP_003045759.1	180	-	formate hydrogenlyase complex iron-sulfur subunit
chr	NC_012967.1	2739622	2741331	-	8176990	hycE	ECB_02571	YP_003045760.1	569	-	hydrogenase 3, large subunit
chr	NC_012967.1	2741349	2742272	-	8176991	hycD	ECB_02572	YP_003045761.1	307	-	hydrogenase 3, membrane subunit
chr	NC_012967.1	2742275	2744101	-	8176992	hycC	ECB_02573	YP_003045762.1	608	-	formate hydrogenlyase subunit 3
chr	NC_012967.1	2744098	2744709	-	8176993	hycB	ECB_02574	YP_003045763.1	203	-	hydrogenase 3, Fe-S subunit
chr	NC_012967.1	2744834	2745295	-	8178632	hycA	ECB_02575	YP_003045764.1	153	-	formate hydrogenlyase regulatory protein HycA
chr	NC_012967.1	2745507	2745857	+	8179168	hypA	ECB_02576	YP_003045765.1	116	-	hydrogenase nickel incorporation protein
chr	NC_012967.1	2745861	2746733	+	8176994	hypB	ECB_02577	YP_003045766.1	290	-	hydrogenase nickel incorporation protein HypB
chr	NC_012967.1	2746724	2746996	+	8178633	hypC	ECB_02578	YP_003045767.1	90	-	hydrogenase assembly chaperone
chr	NC_012967.1	2746996	2748117	+	8176995	hypD	ECB_02579	YP_003045768.1	373	-	HypD
chr	NC_012967.1	2748156	2749124	+	8176996	hypE	ECB_02580	YP_003045769.1	322	-	carbamoyl phosphate phosphatase, hydrogenase 3 maturation protein
chr	NC_012967.1	2749198	2751276	+	8176997	fhlA	ECB_02581	YP_003045770.1	692	-	DNA-binding transcriptional activator
chr	NC_012967.1	2751313	2751666	-	8179169	ygbA	ECB_02582	YP_003045771.1	117	-	hypothetical protein ECB_02582
chr	NC_012967.1	2751953	2754514	+	8176998	mutS	ECB_02583	YP_003045772.1	853	-	DNA mismatch repair protein MutS
chr	NC_012967.1	2754620	2755276	+	8176999	pphB	ECB_02584	YP_003045773.1	218	-	serine/threonine-specific protein phosphatase 2
chr	NC_012967.1	2755327	2756124	-	8177000	ygbI	ECB_02585	YP_003045774.1	265	-	putative DNA-binding transcriptional regulator
chr	NC_012967.1	2756290	2757198	+	8177001	ygbJ	ECB_02586	YP_003045775.1	302	-	putative dehydrogenase, with NAD(P)-binding Rossmann-fold domain
chr	NC_012967.1	2757195	2758457	+	8177002	ygbK	ECB_02587	YP_003045776.1	420	-	hypothetical protein ECB_02587
chr	NC_012967.1	2758454	2759092	+	8177003	ygbL	ECB_02588	YP_003045777.1	212	-	putative aldolase
chr	NC_012967.1	2759097	2759873	+	8179170	ygbM	ECB_02589	YP_003045778.1	258	-	hypothetical protein ECB_02589
chr	NC_012967.1	2759962	2761326	+	8177004	ygbN	ECB_02590	YP_003045779.1	454	-	inner membrane permease YgbN
chr	NC_012967.1	2761420	2762412	-	8177005	rpoS	ECB_02591	YP_003045780.1	330	-	RNA polymerase sigma factor RpoS
chr	NC_012967.1	2762475	2763614	-	8177006	nlpD	ECB_02592	YP_003045781.1	379	-	lipoprotein NlpD
chr	NC_012967.1	2763754	2764380	-	8177007	pcm	ECB_02593	YP_003045782.1	208	-	protein-L-isoaspartate O-methyltransferase
chr	NC_012967.1	2764374	2765135	-	8177008	surE	ECB_02594	YP_003045783.1	253	-	stationary phase survival protein SurE
chr	NC_012967.1	2765116	2766165	-	8178634	truD	ECB_02595	YP_003045784.1	349	-	tRNA pseudouridine synthase D
chr	NC_012967.1	2766162	2766641	-	8177009	ispF	ECB_02596	YP_003045785.1	159	-	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
chr	NC_012967.1	2766641	2767351	-	8177010	ispD	ECB_02597	YP_003045786.1	236	-	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
chr	NC_012967.1	2767370	2767681	-	8177011	ftsB	ECB_02598	YP_003045787.1	103	-	cell division protein FtsB
chr	NC_012967.1	2767875	2768198	-	8177012	ygbE	ECB_02599	YP_003045788.1	107	-	hypothetical protein ECB_02599
chr	NC_012967.1	2768248	2768853	-	8177013	cysC	ECB_02600	YP_003045789.1	201	-	adenylylsulfate kinase
chr	NC_012967.1	2768853	2770280	-	8177014	cysN	ECB_02601	YP_003045790.1	475	-	sulfate adenylyltransferase subunit 1
chr	NC_012967.1	2770282	2771190	-	8178635	cysD	ECB_02602	YP_003045791.1	302	-	sulfate adenylyltransferase subunit 2
chr	NC_012967.1	2771442	2772479	+	8177015	iap	ECB_02603	YP_003045792.1	345	-	alkaline phosphatase isozyme conversion aminopeptidase
chr	NC_012967.1	2772911	2774023	+	8179171	insL-5	ECB_02604	YP_003045793.1	370	-	putative transposase insL for insertion sequence IS186
chr	NC_012967.1	2774461	2775312	-	8179172	insK-3	ECB_02605	YP_003045794.1	283	-	IS150 putative transposase
chr	NC_012967.1	2775309	2775830	-	8177016	insJ-3	ECB_02606	YP_003045795.1	173	-	IS150 transposase A
chr	NC_012967.1	2776079	2776813	-	8179173	cysH	ECB_02607	YP_003045796.1	244	-	phosphoadenosine phosphosulfate reductase
chr	NC_012967.1	2776887	2778599	-	8177017	cysI	ECB_02608	YP_003045797.1	570	-	sulfite reductase subunit beta
chr	NC_012967.1	2778599	2780398	-	8177018	cysJ	ECB_02609	YP_003045798.1	599	-	sulfite reductase subunit alpha
chr	NC_012967.1	2780714	2781079	+	8177019	ygcM	ECB_02610	YP_003045799.1	121	-	6-pyruvoyl tetrahydrobiopterin synthase
chr	NC_012967.1	2781157	2782428	+	8178636	ygcN	ECB_02611	YP_003045800.1	423	-	putative oxidoreductase with FAD/NAD(P)-binding domain
chr	NC_012967.1	2782419	2782679	+	8177020	ygcO	ECB_02612	YP_003045801.1	86	-	putative 4Fe-4S cluster-containing protein
chr	NC_012967.1	2782696	2783271	+	8177021	ygcP	ECB_02613	YP_003045802.1	191	-	putative anti-terminator regulatory protein
chr	NC_012967.1	2783419	2784279	-	8177022	ygcQ	ECB_02614	YP_003045803.1	286	-	putative flavoprotein
chr	NC_012967.1	2784276	2785055	-	8177023	ygcR	ECB_02615	YP_003045804.1	259	-	putative flavoprotein
chr	NC_012967.1	2785033	2786370	-	8177024	ygcS	ECB_02616	YP_003045805.1	445	-	putative transporter
chr	NC_012967.1	2786464	2787918	-	8177025	ygcU	ECB_02617	YP_003045806.1	484	-	putative FAD containing dehydrogenase
chr	NC_012967.1	2787988	2788773	-	8178637	ygcW	ECB_02618	YP_003045807.1	261	-	putative deoxygluconate dehydrogenase
chr	NC_012967.1	2789092	2790369	+	8177026	yqcE	ECB_02619	YP_003045808.1	425	-	putative transporter
chr	NC_012967.1	2790396	2791874	+	8177027	ygcE	ECB_02620	YP_003045809.1	492	-	putative kinase
chr	NC_012967.1	2793675	2794346	-	8177029	ygcF	ECB_02622	YP_003045811.1	223	-	hypothetical protein ECB_02622
chr	NC_012967.1	2794639	2795511	+	8177030	ygcG	ECB_02623	YP_003045812.1	290	-	hypothetical protein ECB_02623
chr	NC_012967.1	2795571	2796869	-	8178638	eno	ECB_02624	YP_003045813.1	432	-	phosphopyruvate hydratase
chr	NC_012967.1	2796957	2798594	-	8177031	pyrG	ECB_02625	YP_003045814.1	545	-	CTP synthetase
chr	NC_012967.1	2798822	2799613	-	8177032	mazG	ECB_02626	YP_003045815.1	263	-	nucleoside triphosphate pyrophosphohydrolase
chr	NC_012967.1	2799684	2800019	-	8177033	chpA	ECB_02627	YP_003045816.1	111	-	toxin ChpA
chr	NC_012967.1	2800019	2800267	-	8177034	chpR	ECB_02628	YP_003045817.1	82	-	antitoxin MazE
chr	NC_012967.1	2800345	2802579	-	8177035	relA	ECB_02629	YP_003045818.1	744	-	GDP/GTP pyrophosphokinase
chr	NC_012967.1	2802627	2803928	-	8178639	rumA	ECB_02630	YP_003045819.1	433	-	23S rRNA 5-methyluridine methyltransferase
chr	NC_012967.1	2803985	2806741	+	8177036	barA	ECB_02631	YP_003045820.1	918	-	hybrid sensory histidine kinase BarA
chr	NC_012967.1	2806974	2808314	-	8179174	gudD	ECB_02632	YP_003045821.1	446	-	(D)-glucarate dehydratase 1
chr	NC_012967.1	2808335	2809675	-	8179175	gudX	ECB_02633	YP_003045822.1	446	-	putative glucarate dehydratase
chr	NC_012967.1	2809677	2811029	-	8177037	gudP	ECB_02634	YP_003045823.1	450	-	putative D-glucarate transporter
chr	NC_012967.1	2811464	2811913	-	8178640	yqcA	ECB_02635	YP_003045824.1	149	-	flavodoxin
chr	NC_012967.1	2811931	2812713	-	8177038	yqcB	ECB_02636	YP_003045825.1	260	-	tRNA pseudouridine synthase C
chr	NC_012967.1	2812713	2813042	-	8177039	yqcC	ECB_02637	YP_003045826.1	109	-	hypothetical protein ECB_02637
chr	NC_012967.1	2813664	2814209	-	8177040	syd	ECB_02638	YP_003045827.1	181	-	SecY interacting protein Syd
chr	NC_012967.1	2814277	2815125	+	8177041	queF	ECB_02639	YP_003045828.1	282	-	7-cyano-7-deazaguanine reductase
chr	NC_012967.1	2815237	2816601	+	8177042	ygdH	ECB_02640	YP_003045829.1	454	-	hypothetical protein ECB_02640
chr	NC_012967.1	2817158	2818447	+	8177043	sdaC	ECB_02641	YP_003045830.1	429	-	putative serine transporter
chr	NC_012967.1	2818505	2819872	+	8178641	sdaB	ECB_02642	YP_003045831.1	455	-	L-serine deaminase II
chr	NC_012967.1	2819894	2820739	+	8179176	xni	ECB_02643	YP_003045832.1	281	-	exonuclease IX
chr	NC_012967.1	2820794	2821945	-	8177044	fucO	ECB_02644	YP_003045833.1	383	-	L-1,2-propanediol oxidoreductase
chr	NC_012967.1	2822202	2822705	-	8177046	insB-21	ECB_02646	YP_003045834.1	167	-	IS1 protein InsB
chr	NC_012967.1	2822624	2822899	-	8177047	insA-21	ECB_02647	YP_003045835.1	91	-	IS1 protein InsA
chr	NC_012967.1	2823527	2824471	-	8177048	-	ECB_02648	YP_003045836.1	314	-	L-fuculose phosphate aldolase
chr	NC_012967.1	2824590	2826218	-	8177049	-	ECB_02649	YP_003045837.1	542	-	L-ribulokinase AraB-like protein
chr	NC_012967.1	2826223	2827296	-	8177050	-	ECB_02650	YP_003045838.1	357	-	D-ribose-binding periplasmic protein
chr	NC_012967.1	2827247	2828230	-	8177051	-	ECB_02651	YP_003045839.1	327	-	Ribose transport system permease rbsC
chr	NC_012967.1	2828234	2829733	-	8177052	-	ECB_02652	YP_003045840.1	499	-	hypothetical protein ECB_02652
chr	NC_012967.1	2830203	2831978	+	8177053	fucI	ECB_02653	YP_003045841.1	591	-	L-fucose isomerase
chr	NC_012967.1	2832057	2833505	+	8178642	fucK	ECB_02654	YP_003045842.1	482	-	L-fuculokinase
chr	NC_012967.1	2833507	2833929	+	8177054	fucU	ECB_02655	YP_003045843.1	140	-	L-fucose mutarotase
chr	NC_012967.1	2833987	2834718	+	8179177	fucR	ECB_02656	YP_003045844.1	243	-	DNA-binding transcriptional activator FucR
chr	NC_012967.1	2834762	2835862	-	8179178	ygdE	ECB_02657	YP_003045845.1	366	-	putative RNA 2\'-O-ribose methyltransferase
chr	NC_012967.1	2835855	2836250	-	8177055	ygdD	ECB_02658	YP_003045846.1	131	-	hypothetical protein ECB_02658
chr	NC_012967.1	2836269	2837186	-	8177056	gcvA	ECB_02659	YP_003045847.1	305	-	DNA-binding transcriptional activator GcvA
